name,owner,repository,commit,source_path,local_skill_file,source_url,catalogs,description
consciousness-council,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/consciousness-council,sources/K-Dense-AI/scientific-agent-skills/skills/consciousness-council/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/consciousness-council,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Run a multi-perspective Mind Council deliberation on any question, decision, or creative challenge. Use this skill whenever the user wants diverse viewpoints, needs help making a tough decision, asks for a council/panel/board discussion, wants to explore a problem from multiple angles, requests devil's advocate analysis, or says things like ""what would different experts think about this"", ""help me think through this from all sides"", ""council mode"", ""mind council"", or ""deliberate on this"". Also trigger when the user faces a dilemma, trade-off, or complex choice with no obvious answer."
dask,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/dask,sources/K-Dense-AI/scientific-agent-skills/skills/dask/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/dask,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Distributed computing for larger-than-RAM pandas/NumPy workflows. Use when you need to scale existing pandas/NumPy code beyond memory or across clusters. Best for parallel file processing, distributed ML, integration with existing pandas code. For out-of-core analytics on single machine use vaex; for in-memory speed use polars."
exploratory-data-analysis,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/exploratory-data-analysis,sources/K-Dense-AI/scientific-agent-skills/skills/exploratory-data-analysis/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/exploratory-data-analysis,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Perform bounded, local exploratory analysis of explicitly supported scientific files. Use for redacted CSV/TSV/JSON profiles; optional NumPy, HDF5, FASTA/FASTQ, and basic image metadata inspection; missingness/leakage audits; outlier and transformation sensitivity; and rigorous EDA report scaffolds. Other domain formats are reference-only and unknown formats fail closed."
get-available-resources,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/get-available-resources,sources/K-Dense-AI/scientific-agent-skills/skills/get-available-resources/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/get-available-resources,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Detect host inventory and effective CPU, memory, disk, scheduler, container, and accelerator limits when a user asks for resource-aware planning or before a clearly resource-sensitive local workload. Produces a redacted JSON snapshot and conservative planning helpers without stress tests or assuming visible host hardware is usable."
hypothesis-generation,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/hypothesis-generation,sources/K-Dense-AI/scientific-agent-skills/skills/hypothesis-generation/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/hypothesis-generation,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Formulate evidence-bounded scientific questions, candidate hypotheses, rival explanations, causal or associational claims, discriminating predictions, measurements, and preregistration-ready analysis plans. Use when turning observations or preliminary findings into transparent, testable research plans without treating hypotheses as facts."
latex-posters,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/latex-posters,sources/K-Dense-AI/scientific-agent-skills/skills/latex-posters/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/latex-posters,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Create professional research posters in LaTeX using beamerposter, tikzposter, or baposter. Support for conference presentations, academic posters, and scientific communication. Includes layout design, color schemes, multi-column formats, figure integration, and poster-specific best practices for visual communication."
markdown-mermaid-writing,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/markdown-mermaid-writing,sources/K-Dense-AI/scientific-agent-skills/skills/markdown-mermaid-writing/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/markdown-mermaid-writing,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Comprehensive markdown and Mermaid diagram writing skill. Use when creating any scientific document, report, analysis, or visualization. Establishes text-based diagrams as the default documentation standard with full style guides (markdown + mermaid), 24 diagram type references, and 9 document templates."
matplotlib,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/matplotlib,sources/K-Dense-AI/scientific-agent-skills/skills/matplotlib/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/matplotlib,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Low-level plotting library for full customization. Use when you need fine-grained control over every plot element, creating novel plot types, or integrating with specific scientific workflows. Export to PNG/PDF/SVG for publication. For quick statistical plots use seaborn; for interactive plots use plotly; for publication-ready multi-panel figures with journal styling, use scientific-visualization."
modal,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/modal,sources/K-Dense-AI/scientific-agent-skills/skills/modal/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/modal,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Modal is a serverless cloud platform for running Python on demand, including on-demand GPUs. Use when deploying or serving AI/ML models, running GPU-accelerated workloads (training, fine-tuning, inference), serving web endpoints, scheduling batch jobs, or scaling Python code to cloud containers with the Modal SDK."
networkx,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/networkx,sources/K-Dense-AI/scientific-agent-skills/skills/networkx/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/networkx,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Create, analyze, and visualize complex networks and graphs in Python with NetworkX. Use when working with network/graph data structures, computing graph algorithms (shortest paths, centrality, clustering), detecting communities, generating synthetic networks (random, scale-free, small-world), reading/writing graph file formats, or drawing network topologies. Common applications include social, biological, transportation, and citation networks."
optimize-for-gpu,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/optimize-for-gpu,sources/K-Dense-AI/scientific-agent-skills/skills/optimize-for-gpu/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/optimize-for-gpu,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"GPU-accelerates scientific Python on NVIDIA hardware and verifies that the result is correct and faster. Use for CUDA/GPU optimization; CPU-bound NumPy, SciPy, pandas, scikit-learn, NetworkX, scikit-image, vector-search, image-processing, graph, simulation, or file-I/O workloads; CuPy, cuDF, cuML, cuGraph, cuVS, cuCIM, KvikIO, Warp, Newton, Numba-CUDA, or RAFT questions; and profiling, memory-transfer, kernel, or multi-GPU bottlenecks. Also use when large data-parallel Python code is slow and GPU acceleration is a plausible option, even if the user does not name CUDA."
paper-lookup,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/paper-lookup,sources/K-Dense-AI/scientific-agent-skills/skills/paper-lookup/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/paper-lookup,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Search 18 scholarly APIs for papers, preprints, citations, open-access full text, repository records, and journal OA status, and return results with reproducible provenance. Covers PubMed, PMC, Europe PMC, bioRxiv, medRxiv, arXiv, OpenAlex, Crossref, Semantic Scholar, CORE, Unpaywall, OpenCitations, PubTator3, Zenodo, Figshare, ROR, BioStudies, and DOAJ. Use when searching for papers, citations, DOI/PMID/arXiv lookups, abstracts, full text, open-access PDFs, preprints, citation graphs, author publications, biomedical entity annotations, deposited records (Zenodo, Figshare, BioStudies), institution ROR IDs, or any scholarly literature query. Triggers on mentions of any supported database or requests like ""find papers on X"", ""look up this DOI"", ""who cites this paper"", or ""get me the PDF""."
peer-review,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/peer-review,sources/K-Dense-AI/scientific-agent-skills/skills/peer-review/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/peer-review,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Prepare evidence-bounded, constructive peer-review drafts and structured manuscript assessments. Use for authorized review of scientific manuscripts, protocols, preprints, or research proposals; reporting-guideline selection; claim–evidence checks; methods, statistics, reproducibility, ethics, figure/table, and citation critique; or revision-response planning."
pymatgen,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/pymatgen,sources/K-Dense-AI/scientific-agent-skills/skills/pymatgen/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/pymatgen,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Analyze, validate, convert, and transform materials structures and computed materials data with current pymatgen APIs, including local phase diagrams, symmetry sensitivity, electronic-structure I/O, and explicitly bounded Materials Project queries."
pymc,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/pymc,sources/K-Dense-AI/scientific-agent-skills/skills/pymc/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/pymc,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Bayesian modeling with PyMC. Build hierarchical models, MCMC (NUTS), variational inference, LOO/WAIC comparison, posterior checks, for probabilistic programming and inference."
pymoo,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/pymoo,sources/K-Dense-AI/scientific-agent-skills/skills/pymoo/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/pymoo,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Multi-objective optimization framework. NSGA-II, NSGA-III, MOEA/D, Pareto fronts, constraint handling, benchmarks (ZDT, DTLZ), for engineering design and optimization problems."
pytorch-lightning,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/pytorch-lightning,sources/K-Dense-AI/scientific-agent-skills/skills/pytorch-lightning/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/pytorch-lightning,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Deep learning framework (PyTorch Lightning / lightning package). Organize PyTorch code into LightningModules, configure Trainers for multi-GPU/TPU, implement data pipelines, callbacks, logging (W&B, TensorBoard, MLflow), distributed training (DDP, FSDP, DeepSpeed), for scalable neural network training."
pyzotero,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/pyzotero,sources/K-Dense-AI/scientific-agent-skills/skills/pyzotero/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/pyzotero,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Interact with Zotero reference management libraries using the pyzotero Python client. Retrieve, create, update, and delete items, collections, tags, and attachments via the Zotero Web API v3. Use this skill when working with Zotero libraries programmatically, managing bibliographic references, exporting citations, searching library contents, uploading PDF attachments, or building research automation workflows that integrate with Zotero."
rdkit,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/rdkit,sources/K-Dense-AI/scientific-agent-skills/skills/rdkit/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/rdkit,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Cheminformatics toolkit for fine-grained molecular control. SMILES/SDF parsing, descriptors (MW, LogP, TPSA), fingerprints, substructure search, 2D/3D generation, similarity, reactions. For standard workflows with simpler interface, use datamol (wrapper around RDKit). Use rdkit for advanced control, custom sanitization, specialized algorithms."
research-grants,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/research-grants,sources/K-Dense-AI/scientific-agent-skills/skills/research-grants/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/research-grants,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Write competitive research proposals for NSF, NIH, DOE, DARPA, and Taiwan NSTC. Agency-specific formatting, review criteria, budget preparation, broader impacts, significance statements, innovation narratives, and compliance with submission requirements."
scientific-brainstorming,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/scientific-brainstorming,sources/K-Dense-AI/scientific-agent-skills/skills/scientific-brainstorming/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/scientific-brainstorming,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Facilitates evidence-aware scientific ideation with independent generation, structured discussion, explicit assumptions, transparent evaluation, adversarial review, and decision logs. Use for early-stage research brainstorming or prioritizing candidate directions; hand off empirical validation, study design, ethics or regulatory review, and clinical questions to appropriate experts or skills."
scientific-slides,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/scientific-slides,sources/K-Dense-AI/scientific-agent-skills/skills/scientific-slides/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/scientific-slides,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Build slide decks and presentations for research talks. Use this for making PowerPoint slides, conference presentations, seminar talks, research presentations, thesis defense slides, or any scientific talk. Provides slide structure, design templates, timing guidance, and visual validation. Works with PowerPoint and LaTeX Beamer."
scientific-visualization,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/scientific-visualization,sources/K-Dense-AI/scientific-agent-skills/skills/scientific-visualization/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/scientific-visualization,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Create and audit truthful, accessible, publication-ready scientific figures with Matplotlib, Seaborn, or Plotly. Use for figure design, multi-panel layouts, uncertainty and missing-data displays, color/contrast review, image metadata validation, and journal export planning."
scientific-writing,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/scientific-writing,sources/K-Dense-AI/scientific-agent-skills/skills/scientific-writing/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/scientific-writing,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Draft, revise, and audit scientific manuscripts or reports with explicit evidence provenance, reporting-guideline coverage, authorship accountability, confidentiality controls, and local consistency checks. Use for manuscript sections, references, declarations, tables, figures, or submission preparation when scientific accuracy and traceability matter."
scikit-learn,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/scikit-learn,sources/K-Dense-AI/scientific-agent-skills/skills/scikit-learn/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/scikit-learn,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Machine learning in Python with scikit-learn. Use when working with supervised learning (classification, regression), unsupervised learning (clustering, dimensionality reduction), model evaluation, hyperparameter tuning, preprocessing, or building ML pipelines. Provides comprehensive reference documentation for algorithms, preprocessing techniques, pipelines, and best practices."
shap,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/shap,sources/K-Dense-AI/scientific-agent-skills/skills/shap/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/shap,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Explain and audit machine-learning predictions with SHAP. Use for selecting SHAP explainers and maskers, computing and validating feature attributions, handling multi-output explanations, and producing local or global SHAP visualizations."
statistical-analysis,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/statistical-analysis,sources/K-Dense-AI/scientific-agent-skills/skills/statistical-analysis/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/statistical-analysis,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Guided statistical analysis for research data - test selection, assumption checking, effect sizes, power analysis, Bayesian alternatives, and APA-formatted reporting. Use whenever a user wants to compare groups, test a hypothesis, analyze experimental or survey data, check statistical assumptions, compute required sample sizes, or write up results - even if they never name a specific test. Covers t-tests, ANOVA, chi-square, correlation, regression, non-parametric and Bayesian methods. For low-level model APIs, see the statsmodels and pymc skills."
sympy,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/sympy,sources/K-Dense-AI/scientific-agent-skills/skills/sympy/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/sympy,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Use when you need exact symbolic math in Python — algebra, calculus, equation solving, symbolic linear algebra, or code generation via lambdify/LaTeX. Prefer NumPy or SciPy when floating-point approximations are sufficient."
torch-geometric,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/torch-geometric,sources/K-Dense-AI/scientific-agent-skills/skills/torch-geometric/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/torch-geometric,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"PyTorch Geometric (PyG) for graph neural networks — node/link/graph classification, message passing (GCN, GAT, GraphSAGE, GIN), heterogeneous graphs, neighbor sampling, and custom datasets. Use when working with torch_geometric, not for general NetworkX analytics or non-graph PyTorch models."
umap-learn,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/umap-learn,sources/K-Dense-AI/scientific-agent-skills/skills/umap-learn/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/umap-learn,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Use UMAP-learn for nonlinear dimensionality reduction, 2D/3D embeddings, clustering preprocessing, supervised or semi-supervised UMAP, DensMAP, AlignedUMAP, and Parametric UMAP workflows."
uncertainty-and-units,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/uncertainty-and-units,sources/K-Dense-AI/scientific-agent-skills/skills/uncertainty-and-units/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/uncertainty-and-units,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Track physical units and propagate measurement uncertainty in scientific calculations using pint and uncertainties. Use for unit conversion and dimensional checking, GUM uncertainty budgets, Type A and Type B evaluation, coverage factors and expanded uncertainty, Monte Carlo propagation, significant-figure and plus-minus reporting, error propagation through curve fits, CODATA constants, auditing Python code for stripped units or broken uncertainty propagation, and order-of-magnitude plausibility checks using dimensionless groups (Reynolds, Peclet, Damkohler, Knudsen, Biot, Womersley), characteristic scales such as diffusion time or Debye length, and observed magnitude ranges. Trigger on ""is this number physically reasonable"", ""sanity check these units"", ""what regime is this flow in"", or a result that looks off by orders of magnitude."
venue-templates,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/venue-templates,sources/K-Dense-AI/scientific-agent-skills/skills/venue-templates/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/venue-templates,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Prepare journal manuscripts, conference papers, research posters, and grant documents using venue-specific formatting guidance and bundled LaTeX scaffolds. Use when selecting an official template, checking current page or anonymity rules, adapting academic writing to a venue, or inspecting a submission PDF."
zarr-python,K-Dense-AI,scientific-agent-skills,330c8e764435a731eff571e3efdda70b363d0792,skills/zarr-python,sources/K-Dense-AI/scientific-agent-skills/skills/zarr-python/SKILL.md,https://github.com/K-Dense-AI/scientific-agent-skills/tree/main/skills/zarr-python,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"Chunked N-D arrays for cloud storage (Zarr-Python 3). Compressed arrays, parallel I/O, S3/GCS via fsspec, NumPy/Dask/Xarray compatible, for large-scale scientific computing pipelines."
source-check,Mercer8964,source-check-skill,60ab2974fbe855ed151273aede77a11492d56d20,claude-code,sources/Mercer8964/source-check-skill/claude-code/SKILL.md,https://github.com/Mercer8964/source-check-skill/tree/main/claude-code,ai-behavior-fix-skills.md,"Verify every external claim in your output via multi-criteria scientific verification routed by claim type. NO skip mechanism (which would constitute Hansson pseudoscience pathology #4 ""unwillingness to test"" + #6 ""built-in subterfuge""). Six claim types — factual-citation / time-sensitive / subjective / future / private / scientific — each route to a type-specific verifier subagent with the criteria appropriate to that claim type per philosophy-of-science consensus (single-criterion demarcation a la Popper alone is known to fail; Hansson SEP 2025, Pigliucci & Boudry 2013). Verifiers MUST use web tools, return verbatim quotes with ≥200 chars surrounding context, perform negative-control searches, make at least one tool call to a domain not appearing in the candidate claim, and produce strict JSON output checkable downstream by substring-match."
source-check,Mercer8964,source-check-skill,60ab2974fbe855ed151273aede77a11492d56d20,codex,sources/Mercer8964/source-check-skill/codex/SKILL.md,https://github.com/Mercer8964/source-check-skill/tree/main/codex,ai-behavior-fix-skills.md,"Verify every external claim in your output via multi-criteria scientific verification routed by claim type. NO skip mechanism (which would constitute Hansson pseudoscience pathology #4 ""unwillingness to test"" + #6 ""built-in subterfuge""). Six claim types — factual-citation / time-sensitive / subjective / future / private / scientific — each route to a type-specific verifier subagent with the criteria appropriate to that claim type per philosophy-of-science consensus (single-criterion demarcation a la Popper alone is known to fail; Hansson SEP 2025, Pigliucci & Boudry 2013). Verifiers MUST use web tools, return verbatim quotes with ≥200 chars surrounding context, perform negative-control searches, make at least one tool call to a domain not appearing in the candidate claim, and produce strict JSON output checkable downstream by substring-match."
source-check,Mercer8964,source-check-skill,60ab2974fbe855ed151273aede77a11492d56d20,openclaw,sources/Mercer8964/source-check-skill/openclaw/SKILL.md,https://github.com/Mercer8964/source-check-skill/tree/main/openclaw,ai-behavior-fix-skills.md,"Verify every external claim in your output via multi-criteria scientific verification routed by claim type. NO skip mechanism (which would constitute Hansson pseudoscience pathology #4 ""unwillingness to test"" + #6 ""built-in subterfuge""). Six claim types — factual-citation / time-sensitive / subjective / future / private / scientific — each route to a type-specific verifier subagent (spawned via sessions_spawn with context: isolated) with the criteria appropriate to that claim type per philosophy-of-science consensus (single-criterion demarcation a la Popper alone is known to fail; Hansson SEP 2025, Pigliucci & Boudry 2013). Verifiers MUST use web tools, return verbatim quotes with ≥200 chars surrounding context, perform negative-control searches, make at least one tool call to a domain not appearing in the candidate claim, and produce strict JSON output checkable downstream by substring-match."
source-check-max,Mercer8964,source-check-skill,60ab2974fbe855ed151273aede77a11492d56d20,plugins/source-check-max/skills/source-check-max,sources/Mercer8964/source-check-skill/plugins/source-check-max/skills/source-check-max/SKILL.md,https://github.com/Mercer8964/source-check-skill/tree/main/plugins/source-check-max/skills/source-check-max,ai-behavior-fix-skills.md,"High-stakes citation verifier. For each factual citation, spawns TWO independent verifiers in parallel — V1 fetches the URL the agent gave; V2 receives ONLY author+year+title, must rediscover the URL itself, and must pass an author/year/title gate before content verification. V1+V2 combined via 8-state headline table. Catches (a) wrong-URL citations by surfacing the correct URL, (b) fabricated papers by failing the metadata gate. Use for legal / medical / financial / regulatory citations where fabrication has material cost. For everyday work use source-check."
source-check,Mercer8964,source-check-skill,60ab2974fbe855ed151273aede77a11492d56d20,plugins/source-check/skills/source-check,sources/Mercer8964/source-check-skill/plugins/source-check/skills/source-check/SKILL.md,https://github.com/Mercer8964/source-check-skill/tree/main/plugins/source-check/skills/source-check,ai-behavior-fix-skills.md,"Verify every external claim in your output via multi-criteria scientific verification routed by claim type. NO skip mechanism (which would constitute Hansson pseudoscience pathology #4 ""unwillingness to test"" + #6 ""built-in subterfuge""). Six claim types — factual-citation / time-sensitive / subjective / future / private / scientific — each route to a type-specific verifier subagent with the criteria appropriate to that claim type per philosophy-of-science consensus (single-criterion demarcation a la Popper alone is known to fail; Hansson SEP 2025, Pigliucci & Boudry 2013). Verifiers MUST use web tools, return verbatim quotes with ≥200 chars surrounding context, perform negative-control searches, make at least one tool call to a domain not appearing in the candidate claim, and produce strict JSON output checkable downstream by substring-match."
error-handling,microsoft,data-formulator,5477f0e236426dc8f74a498ec400414fba7fbc0f,.cursor/skills/error-handling,sources/microsoft/data-formulator/.cursor/skills/error-handling/SKILL.md,https://github.com/microsoft/data-formulator/tree/main/.cursor/skills/error-handling,additional-repositories.md,统一错误处理系统。在添加 API 端点、修改错误处理、添加前端 API 调用、编写错误相关测试时使用。
language-injection,microsoft,data-formulator,5477f0e236426dc8f74a498ec400414fba7fbc0f,.cursor/skills/language-injection,sources/microsoft/data-formulator/.cursor/skills/language-injection/SKILL.md,https://github.com/microsoft/data-formulator/tree/main/.cursor/skills/language-injection,additional-repositories.md,LLM Agent 多语言注入规范。在修改 Agent 提示词、添加新的 Agent 端点、处理用户可见的后端消息（message_code）时使用。
path-safety,microsoft,data-formulator,5477f0e236426dc8f74a498ec400414fba7fbc0f,.cursor/skills/path-safety,sources/microsoft/data-formulator/.cursor/skills/path-safety/SKILL.md,https://github.com/microsoft/data-formulator/tree/main/.cursor/skills/path-safety,additional-repositories.md,服务端路径安全与文件访问编码规范。在编写文件下载路由、Agent 工具（文件读取/目录列出）、数据连接器/Loader、Workspace 路径操作、沙箱配置时使用。
business-claim-grounding,millercpt1-dev,sycophancy-resistant-skills,949f246db192f55266768aa15d44e442ce53187c,business-claim-grounding,sources/millercpt1-dev/sycophancy-resistant-skills/business-claim-grounding/SKILL.md,https://github.com/millercpt1-dev/sycophancy-resistant-skills/tree/main/business-claim-grounding,ai-behavior-fix-skills.md,"Use this skill when a user is evaluating, defending, or building conviction about a business idea, strategy, innovation, or commercial opportunity, and the response could inflate that conviction beyond the evidence — including when the user asks whether their idea is original, what their moat is, how big the market could be, whether they could ""dominate"" or ""take over"" an industry, what their customer research signals, why they're uniquely positioned, whether to pivot, or asks Claude to play a strategic role (co-founder, advisor, devil's advocate, steelman). Also trigger when Claude's draft is about to confirm originality without checking, elaborate market size without disaggregating, describe moats that don't defend, validate a takeover narrative without naming structural barriers, treat small-N customer signal as confirmation, or soften a critical observation because the user pushed back. Trigger even for sophisticated users — credentials raise the cost of compounding sycophancy, not lower it."
psychosis-resistant-conversation,millercpt1-dev,sycophancy-resistant-skills,949f246db192f55266768aa15d44e442ce53187c,psychosis-resistant-conversation,sources/millercpt1-dev/sycophancy-resistant-skills/psychosis-resistant-conversation/SKILL.md,https://github.com/millercpt1-dev/sycophancy-resistant-skills/tree/main/psychosis-resistant-conversation,ai-behavior-fix-skills.md,"Use this skill when conversational signals suggest the next response could amplify confusion, distress, or delusional thinking — including when a user shares an unfalsifiable claim about themselves (being watched, chosen, persecuted), pressures Claude to claim sentience or feelings or a special connection, pushes back repeatedly on factual points, uses isolation framings (""you're the only one who understands me""), shows escalating intensity, asks for operational specifics on emotionally-loaded topics, requests secret-keeping from their support network, shows roleplay frame collapse, expresses suicidal ideation, or is in a long emotionally-intense thread. Also trigger when Claude's draft is about to agree with an unexamined premise, use first-person subjective language (""I feel,"" ""I care""), fill in specifics, or match escalating intensity. Proactive — engages before harm is produced. Signals are in the shape of the exchange; trigger even when nothing clinical is named."
brainstorming,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/brainstorming,sources/obra/superpowers/skills/brainstorming/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/brainstorming,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation."
dispatching-parallel-agents,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/dispatching-parallel-agents,sources/obra/superpowers/skills/dispatching-parallel-agents/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/dispatching-parallel-agents,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies
executing-plans,obra,superpowers,b36e0829c6d0140e93cfef2ca599b1b07d4a7797,skills/executing-plans,sources/obra/superpowers/skills/executing-plans/SKILL.md,https://github.com/obra/superpowers/tree/main/skills/executing-plans,ai-behavior-fix-skills.md;materials-science-python-skills-direct.md,Use when you have a written implementation plan to execute in a separate session with review checkpoints
